id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
285948,Male,46,1,8.0,0,> 2 Years,Yes,54144.0,124.0,135,0
156113,Male,51,1,4.0,0,1-2 Year,Yes,2630.0,154.0,186,1
217305,Male,41,1,47.0,0,1-2 Year,Yes,36078.0,124.0,44,0
221581,Male,29,1,28.0,1,< 1 Year,No,102637.0,152.0,58,0
46984,Male,20,1,15.0,0,1-2 Year,Yes,2630.0,156.0,288,0
136003,Male,24,1,2.0,1,< 1 Year,No,30809.0,152.0,239,0
10547,Male,63,1,46.0,1,1-2 Year,No,34863.0,122.0,15,0
131435,Female,46,1,28.0,1,1-2 Year,No,34627.0,24.0,41,0
106700,Female,27,1,34.0,1,< 1 Year,No,2630.0,152.0,82,0
152304,Male,47,1,2.0,0,1-2 Year,Yes,2630.0,124.0,152,0
270452,Female,26,1,50.0,1,< 1 Year,No,26334.0,152.0,198,0
97772,Female,30,1,28.0,0,1-2 Year,Yes,33943.0,157.0,209,1
326832,Female,49,1,28.0,1,1-2 Year,No,30191.0,26.0,247,0
178781,Male,59,1,46.0,0,1-2 Year,No,43063.0,124.0,48,0
12576,Male,72,1,28.0,0,1-2 Year,Yes,41000.0,26.0,84,0
269166,Male,22,1,18.0,1,< 1 Year,No,33092.0,152.0,214,0
164191,Male,61,1,3.0,0,1-2 Year,Yes,33283.0,124.0,276,0
123172,Female,21,1,17.0,1,< 1 Year,No,31415.0,160.0,144,0
139494,Female,26,1,29.0,1,< 1 Year,No,32134.0,152.0,53,0
52986,Male,47,1,8.0,0,1-2 Year,Yes,53218.0,25.0,79,1
40259,Female,49,1,28.0,0,1-2 Year,Yes,71428.0,26.0,223,0
85363,Female,23,1,47.0,1,< 1 Year,No,37007.0,152.0,219,0
378433,Male,50,1,28.0,0,1-2 Year,Yes,41736.0,26.0,84,0
295832,Female,54,1,28.0,1,1-2 Year,No,38446.0,26.0,289,0
13174,Male,51,1,39.0,1,1-2 Year,No,32905.0,26.0,129,0
319381,Male,41,1,28.0,0,1-2 Year,Yes,2630.0,124.0,68,0
49297,Male,22,1,11.0,1,< 1 Year,No,34477.0,152.0,38,0
165063,Male,74,1,35.0,0,1-2 Year,No,30768.0,152.0,266,0
282698,Female,23,1,50.0,0,< 1 Year,Yes,20383.0,124.0,279,1
46818,Male,44,1,28.0,0,1-2 Year,Yes,57475.0,26.0,54,0
43162,Male,25,1,36.0,0,< 1 Year,Yes,34620.0,152.0,80,0
66517,Male,22,1,13.0,0,< 1 Year,No,27410.0,152.0,161,0
196116,Female,46,1,50.0,1,1-2 Year,No,2630.0,8.0,99,0
30776,Female,23,1,28.0,1,< 1 Year,No,73072.0,152.0,101,0
332546,Male,20,1,25.0,0,< 1 Year,No,27901.0,160.0,77,0
143219,Male,22,1,8.0,1,< 1 Year,No,2630.0,26.0,126,0
70748,Male,33,1,49.0,1,< 1 Year,No,26097.0,152.0,70,0
88033,Male,67,1,28.0,1,1-2 Year,No,41928.0,111.0,165,0
38343,Male,21,1,28.0,0,< 1 Year,Yes,2630.0,156.0,205,1
360891,Male,58,1,39.0,0,1-2 Year,Yes,35606.0,124.0,169,1
357950,Female,21,1,6.0,1,< 1 Year,No,22161.0,152.0,210,0
55017,Female,22,1,41.0,0,< 1 Year,No,28575.0,152.0,75,0
344671,Female,40,1,39.0,0,1-2 Year,Yes,48614.0,124.0,168,0
300399,Male,21,1,6.0,0,< 1 Year,Yes,24192.0,160.0,299,0
114619,Male,53,1,12.0,0,1-2 Year,Yes,30033.0,124.0,48,0
97834,Male,24,1,28.0,1,< 1 Year,No,32845.0,152.0,49,0
15340,Female,69,1,8.0,1,1-2 Year,No,28571.0,26.0,220,0
60749,Male,57,1,28.0,0,1-2 Year,Yes,34963.0,26.0,173,0
289015,Male,80,1,41.0,1,1-2 Year,No,42760.0,124.0,269,0
242178,Female,34,1,11.0,0,1-2 Year,Yes,22966.0,124.0,209,1
365763,Male,70,1,46.0,0,1-2 Year,Yes,32288.0,91.0,198,0
375621,Female,23,1,29.0,1,< 1 Year,No,34304.0,152.0,139,0
36589,Female,70,1,28.0,1,1-2 Year,No,46171.0,26.0,258,0
263037,Female,24,1,8.0,1,< 1 Year,No,35730.0,152.0,74,0
6190,Male,34,1,46.0,1,1-2 Year,No,46051.0,122.0,140,0
172220,Female,24,1,10.0,1,< 1 Year,No,2630.0,152.0,137,0
331906,Male,24,1,41.0,1,< 1 Year,No,26298.0,152.0,212,0
17563,Male,49,1,47.0,0,1-2 Year,Yes,33877.0,26.0,108,0
24104,Female,44,1,28.0,0,1-2 Year,Yes,32019.0,124.0,257,1
87901,Male,20,1,30.0,0,< 1 Year,Yes,2630.0,160.0,145,1
354951,Male,44,1,28.0,0,1-2 Year,Yes,40337.0,26.0,16,1
93170,Male,48,1,3.0,1,1-2 Year,No,2630.0,160.0,33,0
146388,Female,42,1,28.0,0,1-2 Year,Yes,40883.0,124.0,65,1
17094,Female,23,1,12.0,1,< 1 Year,No,21751.0,160.0,199,0
141492,Male,54,1,28.0,0,1-2 Year,No,2630.0,26.0,82,0
191481,Female,22,1,29.0,1,< 1 Year,No,29317.0,152.0,176,0
169035,Male,25,1,11.0,1,< 1 Year,No,25871.0,152.0,88,0
69281,Male,25,1,36.0,1,< 1 Year,No,33790.0,152.0,152,0
364792,Female,52,1,28.0,0,1-2 Year,No,34839.0,26.0,18,0
247752,Male,75,1,28.0,0,1-2 Year,Yes,49296.0,26.0,272,0
233692,Female,23,1,44.0,0,< 1 Year,Yes,26719.0,152.0,276,1
140384,Male,52,1,28.0,0,> 2 Years,Yes,45226.0,122.0,295,0
194748,Male,76,1,8.0,0,1-2 Year,Yes,58949.0,7.0,42,0
92683,Male,51,1,8.0,1,1-2 Year,No,34267.0,25.0,59,0
79201,Female,29,1,28.0,1,< 1 Year,No,35961.0,152.0,260,0
195426,Female,42,1,11.0,0,1-2 Year,Yes,37601.0,26.0,94,0
105082,Female,49,1,50.0,0,1-2 Year,Yes,32297.0,64.0,45,0
379047,Female,53,1,28.0,0,1-2 Year,Yes,31094.0,124.0,101,0
371310,Female,30,1,8.0,1,< 1 Year,No,39640.0,124.0,294,0
154684,Male,64,1,28.0,0,1-2 Year,Yes,46907.0,124.0,234,0
111247,Male,23,1,18.0,1,< 1 Year,No,32007.0,152.0,127,0
174802,Female,44,1,45.0,0,1-2 Year,Yes,2630.0,124.0,217,0
314030,Female,21,1,8.0,0,< 1 Year,No,40959.0,160.0,74,0
185445,Male,22,1,21.0,0,< 1 Year,Yes,31888.0,122.0,226,0
306778,Female,53,1,11.0,1,1-2 Year,No,2630.0,124.0,31,0
140955,Female,39,1,17.0,0,1-2 Year,Yes,2630.0,26.0,171,1
202921,Male,22,1,34.0,0,< 1 Year,No,32329.0,152.0,17,0
349509,Male,26,1,36.0,0,< 1 Year,No,34693.0,152.0,221,0
207129,Female,75,1,39.0,1,1-2 Year,No,2630.0,124.0,92,0
78758,Male,67,1,11.0,1,1-2 Year,No,34307.0,26.0,264,0
144572,Female,56,1,15.0,0,1-2 Year,Yes,2630.0,156.0,179,0
179172,Male,40,1,50.0,1,1-2 Year,No,34692.0,124.0,170,0
217321,Female,24,1,46.0,1,< 1 Year,No,26802.0,152.0,183,0
184698,Female,33,1,18.0,0,< 1 Year,Yes,27924.0,124.0,84,1
111537,Male,22,1,47.0,0,< 1 Year,Yes,39216.0,26.0,268,1
82445,Male,25,1,45.0,1,< 1 Year,No,29363.0,152.0,183,0
163645,Male,37,1,28.0,0,1-2 Year,Yes,32876.0,152.0,43,0
81143,Female,41,1,36.0,0,1-2 Year,Yes,44173.0,124.0,150,0
337183,Female,24,1,14.0,1,< 1 Year,No,40354.0,152.0,277,0
56076,Male,54,1,14.0,0,1-2 Year,Yes,32348.0,124.0,268,0
66713,Female,24,1,23.0,1,< 1 Year,No,2630.0,152.0,285,0
17727,Female,20,1,15.0,1,< 1 Year,No,35441.0,160.0,27,0
299008,Male,24,1,16.0,1,< 1 Year,No,33245.0,152.0,144,0
152323,Male,22,1,46.0,1,< 1 Year,No,24241.0,152.0,176,0
69103,Male,24,1,8.0,1,< 1 Year,No,69958.0,152.0,253,0
82562,Male,60,1,24.0,0,1-2 Year,No,28366.0,124.0,285,0
83323,Male,70,1,28.0,1,1-2 Year,No,32200.0,26.0,19,0
276496,Female,22,1,12.0,1,< 1 Year,No,29349.0,152.0,268,0
322317,Male,23,1,46.0,1,< 1 Year,No,33812.0,152.0,259,0
207308,Male,24,1,29.0,1,< 1 Year,No,28525.0,152.0,109,0
312844,Female,28,1,6.0,1,< 1 Year,No,31919.0,152.0,77,0
290114,Male,31,1,30.0,1,< 1 Year,No,23869.0,152.0,173,0
267755,Male,23,1,8.0,1,< 1 Year,No,30232.0,152.0,124,0
282827,Male,59,1,39.0,1,1-2 Year,No,39359.0,124.0,242,0
178413,Female,20,1,11.0,1,< 1 Year,No,33094.0,160.0,296,0
68027,Female,66,1,28.0,1,1-2 Year,No,60828.0,26.0,201,0
139248,Male,43,1,15.0,0,1-2 Year,Yes,41214.0,26.0,84,1
211623,Male,40,1,28.0,0,1-2 Year,No,33627.0,124.0,128,0
344758,Female,24,1,47.0,1,< 1 Year,No,28251.0,152.0,281,0
8035,Male,50,1,28.0,0,1-2 Year,Yes,40384.0,26.0,185,1
203331,Male,49,1,27.0,1,1-2 Year,No,2630.0,26.0,239,0
281246,Female,45,1,33.0,1,1-2 Year,No,2630.0,21.0,278,0
247690,Male,54,1,28.0,0,1-2 Year,Yes,2630.0,25.0,166,1
108881,Female,24,1,10.0,1,< 1 Year,No,26446.0,26.0,257,0
30608,Female,68,1,28.0,0,> 2 Years,Yes,75258.0,24.0,294,0
18697,Male,50,1,14.0,0,1-2 Year,Yes,31484.0,124.0,25,0
321755,Male,50,1,28.0,0,1-2 Year,No,85442.0,122.0,235,0
261836,Male,49,1,19.0,0,> 2 Years,Yes,30777.0,26.0,92,0
82199,Male,54,1,28.0,0,1-2 Year,Yes,50956.0,26.0,108,0
265991,Male,30,1,28.0,0,1-2 Year,Yes,2630.0,163.0,233,0
292208,Male,71,1,28.0,1,1-2 Year,No,64065.0,124.0,179,0
104275,Female,24,1,27.0,1,< 1 Year,No,28309.0,152.0,53,0
137753,Male,23,1,27.0,0,< 1 Year,Yes,2630.0,152.0,264,0
117145,Female,24,1,15.0,1,< 1 Year,No,39475.0,152.0,219,0
128659,Female,76,1,44.0,1,1-2 Year,No,28380.0,152.0,36,0
92368,Male,27,1,50.0,0,< 1 Year,Yes,2630.0,156.0,158,0
258184,Male,40,1,3.0,1,1-2 Year,Yes,30302.0,157.0,71,0
369284,Female,31,1,47.0,0,< 1 Year,No,22500.0,152.0,30,0
164352,Female,39,1,41.0,0,1-2 Year,Yes,27599.0,124.0,144,1
242330,Male,33,1,37.0,1,< 1 Year,No,19774.0,152.0,78,0
248183,Male,25,1,46.0,1,< 1 Year,No,40965.0,152.0,83,0
200464,Male,23,1,28.0,1,< 1 Year,No,38069.0,152.0,195,0
28745,Female,67,1,6.0,1,1-2 Year,No,21076.0,26.0,84,0
193590,Female,45,1,3.0,0,1-2 Year,Yes,26138.0,124.0,21,0
121988,Male,30,1,50.0,0,< 1 Year,No,28061.0,152.0,283,0
219197,Female,75,1,14.0,0,1-2 Year,No,31325.0,124.0,133,0
55625,Male,65,1,50.0,1,1-2 Year,No,2630.0,160.0,172,0
99392,Female,23,1,43.0,1,< 1 Year,No,29469.0,152.0,143,0
280699,Male,46,1,8.0,0,1-2 Year,Yes,36879.0,26.0,43,1
188134,Male,24,1,10.0,1,< 1 Year,No,16343.0,152.0,131,0
302222,Female,48,1,17.0,0,> 2 Years,Yes,49683.0,154.0,203,0
19798,Male,24,1,29.0,1,< 1 Year,No,49556.0,152.0,204,0
212702,Male,41,1,28.0,0,1-2 Year,Yes,36359.0,124.0,171,0
346592,Female,28,1,4.0,1,< 1 Year,No,28859.0,152.0,65,0
358096,Male,24,1,36.0,1,< 1 Year,Yes,2630.0,152.0,263,0
263335,Female,22,1,46.0,1,< 1 Year,No,2630.0,160.0,51,0
168240,Male,41,1,39.0,0,1-2 Year,Yes,2630.0,155.0,198,0
61919,Female,41,1,28.0,0,1-2 Year,Yes,53762.0,124.0,124,1
167666,Male,75,1,28.0,1,1-2 Year,No,58314.0,124.0,58,0
215984,Male,23,1,12.0,0,< 1 Year,Yes,2630.0,152.0,166,0
101764,Female,37,1,7.0,0,1-2 Year,Yes,2630.0,154.0,28,0
201737,Female,38,1,8.0,0,1-2 Year,Yes,43953.0,7.0,245,0
272350,Male,38,1,40.0,0,1-2 Year,Yes,33229.0,124.0,124,0
18089,Male,63,1,28.0,0,1-2 Year,No,32523.0,26.0,221,0
185892,Female,23,1,36.0,1,< 1 Year,No,60986.0,151.0,273,0
367910,Female,52,1,8.0,0,1-2 Year,Yes,37021.0,152.0,86,0
76443,Female,32,1,6.0,0,< 1 Year,Yes,36752.0,157.0,236,0
6891,Male,24,1,29.0,1,< 1 Year,No,44173.0,152.0,66,0
28971,Female,47,1,28.0,0,1-2 Year,Yes,33196.0,25.0,73,1
192588,Male,27,1,8.0,0,< 1 Year,No,26050.0,152.0,152,0
201571,Female,24,1,28.0,1,< 1 Year,No,2630.0,152.0,214,0
174643,Male,21,1,15.0,0,< 1 Year,Yes,32987.0,152.0,261,0
118516,Male,64,1,41.0,0,1-2 Year,Yes,2630.0,26.0,209,0
299586,Male,49,1,28.0,0,1-2 Year,Yes,42639.0,124.0,178,1
359921,Female,40,1,23.0,1,1-2 Year,No,27498.0,154.0,203,0
305672,Female,65,1,3.0,0,1-2 Year,Yes,35801.0,152.0,18,1
99213,Male,23,1,46.0,1,< 1 Year,No,32482.0,152.0,137,0
65881,Male,28,1,21.0,1,< 1 Year,No,34433.0,152.0,161,0
147275,Male,34,1,14.0,1,1-2 Year,No,29762.0,152.0,96,0
199312,Female,24,1,36.0,0,< 1 Year,No,2630.0,152.0,60,0
160759,Female,63,1,8.0,0,1-2 Year,Yes,57970.0,19.0,225,0
182940,Male,47,1,28.0,0,> 2 Years,Yes,34227.0,26.0,46,1
286265,Female,42,1,0.0,1,1-2 Year,No,2630.0,26.0,206,0
142589,Female,45,1,28.0,0,1-2 Year,Yes,43980.0,124.0,19,1
41202,Female,57,1,28.0,0,< 1 Year,No,2630.0,1.0,28,0
55819,Female,25,1,10.0,1,< 1 Year,No,17267.0,152.0,99,0
255605,Male,54,1,46.0,1,1-2 Year,No,21893.0,21.0,156,0
361846,Male,40,1,7.0,0,1-2 Year,Yes,35790.0,124.0,117,0
84997,Female,28,1,23.0,0,< 1 Year,Yes,34772.0,156.0,51,0
314425,Female,38,1,30.0,0,1-2 Year,No,41036.0,124.0,40,0
374368,Male,54,1,11.0,0,1-2 Year,Yes,43957.0,26.0,101,0
308346,Female,25,1,33.0,1,< 1 Year,No,28265.0,152.0,10,0
130663,Male,75,1,48.0,0,1-2 Year,Yes,2630.0,15.0,86,0
243713,Male,61,1,30.0,1,1-2 Year,No,31492.0,152.0,176,0
20648,Female,31,1,21.0,0,1-2 Year,Yes,2630.0,156.0,232,1
303632,Female,60,1,28.0,0,1-2 Year,No,2630.0,157.0,215,0
173714,Female,25,1,22.0,1,< 1 Year,No,35635.0,152.0,195,0
177805,Female,42,1,46.0,1,1-2 Year,No,33078.0,26.0,109,0
371661,Male,24,1,28.0,1,< 1 Year,No,51018.0,152.0,82,0
14748,Male,41,1,34.0,1,1-2 Year,No,29143.0,124.0,169,0
371966,Male,65,1,11.0,1,1-2 Year,No,2630.0,154.0,281,0
324656,Female,70,1,28.0,0,1-2 Year,Yes,34589.0,155.0,184,1
158658,Male,26,1,20.0,0,< 1 Year,Yes,2630.0,152.0,266,0
65379,Female,42,1,28.0,0,1-2 Year,Yes,32727.0,26.0,159,0
140023,Female,28,1,32.0,1,< 1 Year,No,32766.0,152.0,185,0
360863,Female,25,1,28.0,1,< 1 Year,Yes,30463.0,152.0,81,0
94616,Female,39,1,8.0,1,1-2 Year,Yes,30142.0,26.0,180,0
304102,Male,68,1,28.0,1,1-2 Year,No,35343.0,55.0,68,0
88725,Male,51,1,8.0,0,1-2 Year,Yes,23617.0,26.0,192,0
139583,Female,43,1,28.0,0,1-2 Year,Yes,34379.0,26.0,84,1
380709,Female,22,1,33.0,1,< 1 Year,No,20939.0,152.0,242,0
222726,Female,74,1,28.0,1,1-2 Year,No,28704.0,54.0,225,0
112350,Male,42,1,12.0,0,1-2 Year,Yes,22965.0,124.0,157,1
166175,Male,51,1,41.0,0,1-2 Year,Yes,21273.0,26.0,172,0
162022,Male,24,1,36.0,1,< 1 Year,No,37511.0,152.0,67,0
298460,Female,26,1,46.0,1,< 1 Year,No,32580.0,152.0,151,0
142884,Female,21,1,15.0,1,< 1 Year,Yes,37599.0,160.0,141,0
124963,Male,23,1,8.0,1,< 1 Year,No,35297.0,26.0,101,0
31764,Female,59,1,41.0,1,1-2 Year,No,40858.0,12.0,89,0
170272,Female,66,1,28.0,0,1-2 Year,Yes,54095.0,26.0,156,0
181932,Male,22,1,34.0,0,< 1 Year,Yes,32287.0,152.0,125,0
238349,Male,28,1,41.0,1,< 1 Year,No,29475.0,152.0,90,0
331520,Male,22,1,39.0,0,< 1 Year,Yes,35684.0,152.0,122,0
105652,Male,53,1,46.0,1,1-2 Year,Yes,37861.0,124.0,253,0
277764,Female,44,1,8.0,1,1-2 Year,No,32462.0,124.0,66,0
275000,Female,48,1,28.0,0,1-2 Year,Yes,54731.0,26.0,117,1
210444,Female,54,1,28.0,0,1-2 Year,Yes,62200.0,124.0,92,0
53713,Female,25,1,25.0,0,< 1 Year,No,25122.0,152.0,175,0
143391,Female,73,1,28.0,1,1-2 Year,No,26776.0,24.0,163,0
232917,Female,74,1,28.0,0,> 2 Years,Yes,45687.0,122.0,128,0
33235,Female,23,1,46.0,1,< 1 Year,No,26997.0,152.0,245,0
375481,Male,34,1,8.0,0,1-2 Year,Yes,39319.0,124.0,59,0
269503,Male,47,1,17.0,0,1-2 Year,Yes,34576.0,26.0,292,1
188526,Female,21,1,46.0,1,< 1 Year,No,21891.0,160.0,138,0
293183,Male,23,1,30.0,1,< 1 Year,No,30945.0,152.0,27,0
355491,Male,56,1,33.0,0,1-2 Year,Yes,25468.0,124.0,128,0
200656,Male,25,1,8.0,1,< 1 Year,No,32781.0,152.0,26,0
375619,Female,27,1,43.0,1,< 1 Year,No,2630.0,160.0,204,0
71728,Female,23,1,13.0,1,< 1 Year,No,22715.0,26.0,182,0
88519,Male,21,1,15.0,1,< 1 Year,No,36913.0,160.0,122,0
247175,Male,64,1,8.0,0,1-2 Year,Yes,36602.0,124.0,137,1
206454,Male,44,1,28.0,0,1-2 Year,Yes,57070.0,124.0,234,1
149635,Male,28,1,24.0,1,< 1 Year,No,2630.0,152.0,46,0
321950,Male,38,1,15.0,1,1-2 Year,No,2630.0,156.0,11,0
209463,Male,80,1,8.0,0,1-2 Year,Yes,39480.0,7.0,144,0
288654,Male,23,1,16.0,1,< 1 Year,No,19551.0,152.0,65,0
345633,Female,47,1,28.0,1,1-2 Year,No,45899.0,124.0,160,0
292577,Male,23,1,15.0,0,< 1 Year,Yes,28598.0,152.0,176,0
78429,Male,45,1,39.0,0,1-2 Year,Yes,35094.0,26.0,85,0
360741,Male,24,1,36.0,0,< 1 Year,Yes,45525.0,152.0,63,1
12615,Male,26,1,15.0,0,< 1 Year,Yes,2630.0,160.0,198,0
172033,Male,36,1,8.0,0,1-2 Year,Yes,41318.0,124.0,149,0
6432,Female,21,1,3.0,1,< 1 Year,No,2630.0,160.0,262,0
94751,Male,26,1,29.0,1,< 1 Year,No,24291.0,26.0,47,0
297189,Female,33,1,28.0,0,1-2 Year,Yes,28251.0,124.0,153,0
206504,Female,34,1,33.0,1,1-2 Year,No,29252.0,152.0,30,0
10860,Male,54,1,28.0,0,> 2 Years,Yes,35382.0,26.0,158,0
313794,Female,24,1,5.0,0,< 1 Year,No,28814.0,152.0,93,0
182065,Male,31,1,6.0,1,< 1 Year,No,34498.0,152.0,183,0
64504,Male,21,1,7.0,1,< 1 Year,No,37317.0,152.0,235,0
287195,Female,50,1,3.0,0,1-2 Year,No,2630.0,152.0,42,0
330631,Male,26,1,15.0,0,< 1 Year,Yes,40552.0,163.0,14,0
114550,Male,22,1,28.0,0,1-2 Year,Yes,2630.0,157.0,178,0
48372,Female,24,1,8.0,0,1-2 Year,No,39416.0,124.0,268,0
293375,Female,40,1,30.0,1,1-2 Year,No,2630.0,152.0,59,0
6904,Male,24,1,11.0,1,< 1 Year,No,32995.0,152.0,271,0
72466,Male,55,1,45.0,0,1-2 Year,Yes,28473.0,26.0,255,1
252707,Male,27,1,36.0,1,< 1 Year,No,44581.0,152.0,124,0
205705,Male,25,1,15.0,0,< 1 Year,Yes,30101.0,26.0,24,0
198906,Male,59,1,8.0,0,1-2 Year,Yes,39078.0,3.0,161,0
301784,Male,51,1,28.0,0,> 2 Years,Yes,34524.0,26.0,53,1
123829,Female,44,1,39.0,0,1-2 Year,Yes,54132.0,124.0,15,0
84662,Female,24,1,15.0,1,< 1 Year,No,48138.0,152.0,69,0
183244,Male,35,1,30.0,0,1-2 Year,Yes,26649.0,124.0,239,1
80896,Female,36,1,28.0,0,1-2 Year,Yes,39540.0,26.0,150,1
303711,Male,30,1,28.0,0,1-2 Year,Yes,36696.0,122.0,276,0
356561,Male,43,1,15.0,1,1-2 Year,No,36593.0,124.0,21,0
257199,Female,33,1,28.0,0,1-2 Year,Yes,60119.0,26.0,283,0
8792,Male,22,1,28.0,1,< 1 Year,No,58190.0,152.0,48,0
47921,Male,63,1,28.0,0,> 2 Years,Yes,43326.0,26.0,141,1
194587,Female,41,1,28.0,0,1-2 Year,Yes,35805.0,122.0,141,0
222897,Male,33,1,28.0,1,1-2 Year,No,40010.0,124.0,279,0
69522,Male,53,1,28.0,0,1-2 Year,Yes,37872.0,124.0,293,0
